planet_name,jwst_instrument,jwst_filter,jwst_dispersion,type,num_obs,jwst_cycle,pid,eap_months,radius_rearth,mass_mearth,period_day,sma_au,eq-temp_kelvin,host_name,system_p-num,system_s-num,system-distance_pc,star-teff_kelvin,star-radius_rsol,star-mass_msol,star-log10-lbol_lsol,star-age_ga,star-rotvel_kms
PH2 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,2,3235,12,9.337,87.08498,282.52542,0.833,295.1,PH2,1.0,1.0,343.863,5734.0,0.95,0.97,-0.058,4.1,1.43
PSR J2322-2650 b ,NIRSpec / BOTS,CLEAR,PRISM,Phase Curve,1,3,5263,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSR J2322-2650 b ,NIRSpec / BOTS,F170LP,G235M,Eclipse,1,3,5263,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOI-1075 b,MIRI / LRS,-,SLITLESS,Eclipse,1,3,4818,12,1.791,9.95,0.6047328,0.01159,1323.0,TOI-1075,1.0,1.0,61.4592,3875.0,0.58,0.6,-1.144,6.0,
TOI-1130 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3385,12,3.66,19.8,4.074554,0.0453,825.0,TOI-1130,2.0,1.0,58.2609,4350.0,0.7,0.74,-0.818,5.4,1.2
TOI-1130 b,NIRISS / SOSS,-,GR700XD,Transit,1,2,3385,12,3.66,19.8,4.074554,0.0453,825.0,TOI-1130,2.0,1.0,58.2609,4350.0,0.7,0.74,-0.818,5.4,1.2
TOI-1130 c,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3385,12,13.0,336.0,8.3501898,0.0731,650.0,TOI-1130,2.0,1.0,58.2609,4350.0,0.7,0.74,-0.818,5.4,1.2
TOI-1130 c,NIRISS / SOSS,-,GR700XD,Transit,1,2,3385,12,13.0,336.0,8.3501898,0.0731,650.0,TOI-1130,2.0,1.0,58.2609,4350.0,0.7,0.74,-0.818,5.4,1.2
TOI-1231 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3557,12,3.65,15.4,24.245586,0.1288,329.6,TOI-1231,1.0,1.0,27.6227,3553.0,0.48,0.49,-1.487,,
TOI-1231 b,NIRISS / SOSS,-,GR700XD,Transit,1,2,3557,12,3.65,15.4,24.245586,0.1288,329.6,TOI-1231,1.0,1.0,27.6227,3553.0,0.48,0.49,-1.487,,
TOI-1231 b,MIRI / LRS,-,-,Transit,1,2,3557,12,3.65,15.4,24.245586,0.1288,329.6,TOI-1231,1.0,1.0,27.6227,3553.0,0.48,0.49,-1.487,,
TOI-125 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,4126,12,2.726,9.5,4.65382,0.05186,1037.0,TOI-125,3.0,1.0,111.059,5320.0,0.85,0.86,-0.285,6.8,1.0
TOI-125 c,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,4126,12,2.759,6.63,9.15059,0.0814,827.8,TOI-125,3.0,1.0,111.059,5320.0,0.85,0.86,-0.285,6.8,1.0
TOI-1416 b,MIRI / LRS,-,SLITLESS,Eclipse,1,3,4818,12,1.62,3.48,1.0697568,0.019,1517.0,TOI-1416,1.0,1.0,55.0135,4884.0,0.79,0.8,-0.46,6.9,2.0
TOI-1442 b,MIRI / LRS,-,SLITLESS,Eclipse,1,3,4818,12,1.17,1.71,0.4090677,0.0071,1072.0,TOI-1442,1.0,1.0,41.1659,3330.0,0.31,0.29,-1.977,,
TOI-1468 b,MIRI / Imaging,F1500W,-,Eclipse,3,2,3730,0,1.28,3.21,1.8805136,,682.2,TOI-1468,2.0,1.0,24.7399,3496.0,0.34,0.34,-1.797,,2.0
TOI-1468 c,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3557,12,2.064,6.64,15.532482,,337.5,TOI-1468,2.0,1.0,24.7399,3496.0,0.34,0.34,-1.797,,2.0
TOI-1468 c,NIRISS / SOSS,-,GR700XD,Transit,1,2,3557,12,2.064,6.64,15.532482,,337.5,TOI-1468,2.0,1.0,24.7399,3496.0,0.34,0.34,-1.797,,2.0
TOI-1468 c,MIRI / LRS,-,-,Transit,1,2,3557,12,2.064,6.64,15.532482,,337.5,TOI-1468,2.0,1.0,24.7399,3496.0,0.34,0.34,-1.797,,2.0
TOI-1685 b,NIRSpec / BOTS,F290LP,G395H,Transit,4,2,4195,12,1.468,3.03,0.66913924,0.01138,1062.0,TOI-1685,1.0,1.0,37.6153,3575.0,0.46,0.45,-1.515,1.0,2.0
TOI-1685 b,NIRISS / SOSS,-,GR700XD,Transit,2,2,4098,0,1.468,3.03,0.66913924,0.01138,1062.0,TOI-1685,1.0,1.0,37.6153,3575.0,0.46,0.45,-1.515,1.0,2.0
TOI-1685 b,NIRSpec / BOTS,F290LP,G395H,Phase Curve,1,2,3263,12,1.468,3.03,0.66913924,0.01138,1062.0,TOI-1685,1.0,1.0,37.6153,3575.0,0.46,0.45,-1.515,1.0,2.0
TOI-178 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2319,12,1.152,1.5,1.914558,0.02607,1040.0,TOI-178,6.0,1.0,62.699,4316.0,0.65,0.65,-0.879,7.1,1.5
TOI-178 d,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2319,12,2.572,3.01,6.5577,0.0592,690.0,TOI-178,6.0,1.0,62.699,4316.0,0.65,0.65,-0.879,7.1,1.5
TOI-178 g,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2319,12,2.87,3.94,20.7095,0.1275,470.0,TOI-178,6.0,1.0,62.699,4316.0,0.65,0.65,-0.879,7.1,1.5
TOI-1807 b,MIRI / LRS,-,SLITLESS,Eclipse,1,3,4818,12,1.497,2.44,0.54937097,0.0122,1694.09703376,TOI-1807,1.0,1.0,42.5775,4914.0,0.75,0.8,-0.533,2.1,4.2
TOI-1899 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,2,4227,12,11.097,212.94503,29.090312,0.1525,378.0,TOI-1899,1.0,1.0,128.438,3926.0,0.61,0.63,-1.057,7.1,2.0
TOI-199 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,3,5177,12,9.079,54.03083,104.854,0.4254,358.0,TOI-199,2.0,1.0,102.27,5255.0,0.82,0.94,-0.338,0.8,0.5
TOI-2076 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5959,0,2.771,16.1,10.355096,0.088,687.676490765,TOI-2076,3.0,1.0,41.9091,5192.0,0.8,0.86,-0.378,2.7,
TOI-2076 b,NIRISS / SOSS,-,GR700XD,Transit,1,3,5959,0,2.771,16.1,10.355096,0.088,687.676490765,TOI-2076,3.0,1.0,41.9091,5192.0,0.8,0.86,-0.378,2.7,
TOI-2076 c,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5959,0,3.694,55.0,21.015327,0.142,543.158366233,TOI-2076,3.0,1.0,41.9091,5192.0,0.8,0.86,-0.378,2.7,
TOI-2076 c,NIRISS / SOSS,-,GR700XD,Transit,1,3,5959,0,3.694,55.0,21.015327,0.142,543.158366233,TOI-2076,3.0,1.0,41.9091,5192.0,0.8,0.86,-0.378,2.7,
TOI-2076 d,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5959,0,3.431,29.0,35.125686,0.199,457.682045097,TOI-2076,3.0,1.0,41.9091,5192.0,0.8,0.86,-0.378,2.7,
TOI-2076 d,NIRISS / SOSS,-,GR700XD,Transit,1,3,5959,0,3.431,29.0,35.125686,0.199,457.682045097,TOI-2076,3.0,1.0,41.9091,5192.0,0.8,0.86,-0.378,2.7,
TOI-2445 b,NIRSpec / BOTS,CLEAR,PRISM,Phase Curve,1,2,3784,12,1.25,2.1,0.3711281,0.0064,1060.0,TOI-2445,1.0,1.0,48.582,3333.0,0.27,0.25,-2.084,,
TOI-260 b,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,1.71,4.23,13.475853,0.0943,493.0,TOI-260,1.0,1.0,20.1852,4026.0,0.55,0.55,0.087,15.9,
TOI-270 b,MIRI / Imaging,F1500W,-,Eclipse,4,2,3730,0,1.206,1.58,3.3601538,0.03197,581.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-270 d,NIRSpec / BOTS,F290LP,G395H,Transit,2,2,4098,0,2.133,4.78,11.379573,0.0721,387.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-270 d,NIRISS / SOSS,-,GR700XD,Transit,1,2,2759,12,2.133,4.78,11.379573,0.0721,387.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-270 d,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3557,12,2.133,4.78,11.379573,0.0721,387.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-270 d,NIRISS / SOSS,-,GR700XD,Transit,1,2,3557,12,2.133,4.78,11.379573,0.0721,387.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-270 d,MIRI / LRS,-,-,Transit,1,2,3557,12,2.133,4.78,11.379573,0.0721,387.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-270 d,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3818,12,2.133,4.78,11.379573,0.0721,387.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-270 d,NIRISS / SOSS,-,GR700XD,Transit,1,2,4098,0,2.133,4.78,11.379573,0.0721,387.0,TOI-270,3.0,1.0,22.4793,3506.0,0.38,0.39,-1.712,,
TOI-3235 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,2,3731,12,11.4,211.35589,2.59261842,0.02709,604.0,TOI-3235,1.0,1.0,72.811,3388.8,0.37,0.39,-1.79,,
TOI-3714 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,3,2,3171,0,11.321,222.47988,2.154849,0.027,750.0,TOI-3714,1.0,2.0,112.71,3660.0,0.51,0.53,-1.407,2.9,2.0
TOI-3757 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,2,2,3171,0,12.0,85.3,3.438753,0.03845,759.0,TOI-3757,1.0,1.0,181.139,3913.0,0.62,0.64,-1.06,7.1,2.0
TOI-3844.01,NIRISS / SOSS,-,GR700XD,Transit,2,3,5799,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOI-3844.01,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5799,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOI-3884 b,NIRISS / SOSS,-,GR700XD,Transit,2,3,5863,12,6.43,32.59,4.5445828,0.0361,441.0,TOI-3884,1.0,1.0,43.1448,3180.0,0.3,0.3,-2.032,,3.59
TOI-3884 b,NIRSpec / BOTS,F290LP,G395M,Transit,2,3,5863,12,6.43,32.59,4.5445828,0.0361,441.0,TOI-3884,1.0,1.0,43.1448,3180.0,0.3,0.3,-2.032,,3.59
TOI-3984 A b,NIRSpec / BOTS,CLEAR,PRISM,Transit,3,2,3171,0,7.9,44.0,4.353326,0.041,563.0,TOI-3984 A,1.0,2.0,108.883,3476.0,0.47,0.49,-1.574,2.9,2.0
TOI-4010 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,3,5894,12,3.02,11.0,1.348335,0.0229,1441.0,TOI-4010,4.0,1.0,177.504,4960.0,0.83,0.88,-0.4,6.1,1.3
TOI-4010 c,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,3,5894,12,5.93,20.31,5.414654,0.058,907.0,TOI-4010,4.0,1.0,177.504,4960.0,0.83,0.88,-0.4,6.1,1.3
TOI-4010 d,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,3,5894,12,6.18,38.15,14.70886,0.113,650.0,TOI-4010,4.0,1.0,177.504,4960.0,0.83,0.88,-0.4,6.1,1.3
TOI-421 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1935,12,2.64,6.7,5.197576,0.0554,922.0,TOI-421,2.0,2.0,74.7969,5291.0,0.87,0.83,-0.268,10.9,1.8
TOI-421 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,1935,12,2.64,6.7,5.197576,0.0554,922.0,TOI-421,2.0,2.0,74.7969,5291.0,0.87,0.83,-0.268,10.9,1.8
TOI-431 b,MIRI / LRS,-,SLITLESS,Eclipse,1,3,4818,12,1.28,3.07,0.490047,0.0113,1862.0,TOI-431,3.0,1.0,32.5686,4850.0,0.73,0.78,-0.565,,2.5
TOI-4336.01,NIRISS / SOSS,-,GR700XD,Transit,1,3,4711,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOI-4336.01,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,4711,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOI-451 c,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5959,0,3.1,9.8,9.192522,0.0823,875.0,TOI-451,3.0,2.0,123.739,5550.0,0.88,0.95,-0.189,0.12,7.9
TOI-451 c,NIRISS / SOSS,-,GR700XD,Transit,1,3,5959,0,3.1,9.8,9.192522,0.0823,875.0,TOI-451,3.0,2.0,123.739,5550.0,0.88,0.95,-0.189,0.12,7.9
TOI-451 d,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5959,0,4.07,15.6,16.364988,0.1208,722.0,TOI-451,3.0,2.0,123.739,5550.0,0.88,0.95,-0.189,0.12,7.9
TOI-451 d,NIRISS / SOSS,-,GR700XD,Transit,1,3,5959,0,4.07,15.6,16.364988,0.1208,722.0,TOI-451,3.0,2.0,123.739,5550.0,0.88,0.95,-0.189,0.12,7.9
TOI-500 b,MIRI / LRS,-,SLITLESS,Eclipse,1,3,4818,12,1.166,1.42,0.548177,0.01189,1617.0,TOI-500,4.0,1.0,47.3924,4440.0,0.68,0.74,-0.7,5.0,1.1
TOI-5205 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,3,2,3171,0,11.6,343.0,1.630757,0.0199,737.0,TOI-5205,1.0,1.0,86.4493,3430.0,0.39,0.39,-1.712,,2.0
TOI-5205 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,2,3731,12,11.6,343.0,1.630757,0.0199,737.0,TOI-5205,1.0,1.0,86.4493,3430.0,0.39,0.39,-1.712,,2.0
TOI-5293 A b,NIRSpec / BOTS,CLEAR,PRISM,Transit,2,2,3171,0,11.9,170.4,2.930289,0.034,675.0,TOI-5293 A,1.0,2.0,162.229,3586.0,0.52,0.54,-1.374,2.9,2.0
TOI-561 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3860,12,1.425,2.0,0.4465688,0.0106,2310.0,TOI-561,4.0,1.0,85.799,5342.0,0.84,0.79,-0.247,11.0,2.0
TOI-561 b,MIRI / LRS,-,SLITLESS,Eclipse,1,3,4818,12,1.425,2.0,0.4465688,0.0106,2310.0,TOI-561,4.0,1.0,85.799,5342.0,0.84,0.79,-0.247,11.0,2.0
TOI-700 d,NIRISS / SOSS,-, GR700XD,Transit,1,3,6193,12,1.073,1.25,37.42396,0.1633,268.8,TOI-700,4.0,1.0,31.1265,3459.0,0.42,0.42,-1.64,1.5,
TOI-700 e,NIRISS / SOSS,-, GR700XD,Transit,1,3,6193,12,0.953,0.818,27.80978,0.134,272.897605776,TOI-700,4.0,1.0,31.1265,3459.0,0.42,0.42,-1.64,1.5,
TOI-741.01,NIRCam / GTS,F444W,GRISM,Transit,3,1,1981,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOI-776 b,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,1.798,5.0,8.24662,0.0653,520.0,TOI-776,2.0,1.0,27.1701,3725.0,0.55,0.54,-1.31,6.1,2.2
TOI-776 c,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,2.047,6.9,15.665323,0.1001,420.0,TOI-776,2.0,1.0,27.1701,3725.0,0.55,0.54,-1.31,6.1,2.2
TOI-824 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,2,2,4102,12,2.926,18.467,1.392978,0.02177,1253.0,TOI-824,1.0,1.0,63.9262,4600.0,0.7,0.71,-0.71,7.5,2.165
TOI-836 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2512,0,1.704,4.53,3.81673,0.0422,871.0,TOI-836,2.0,1.0,27.5024,4552.0,0.67,0.68,-0.853,5.4,1.86
TOI-836 c,NIRSpec / BOTS,F290LP,G395H,Transit,2,1,2512,0,2.587,9.6,8.59545,0.075,665.0,TOI-836,2.0,1.0,27.5024,4552.0,0.67,0.68,-0.853,5.4,1.86
TOI-849 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,3,3,5967,12,3.64,41.8,0.765548,0.0155,1932.0,TOI-849,1.0,1.0,225.734,5257.0,0.97,0.97,-0.218,6.7,
TRAPPIST-1 b,MIRI / Imaging,F1500W,-,Eclipse,5,1,1177,12,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 b,MIRI / Imaging,F1280W,-,Eclipse,5,1,1279,12,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 b,NIRISS / SOSS,-,GR700XD,Transit,2,1,2589,0,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 b,MIRI / Imaging,F1500W,-,Phase Curve,1,2,3077,12,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 b,MIRI / Imaging,F1550W,-,Eclipse,4,3,5191,12,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,6,3,6456,0,1.116,1.374,1.510826,0.01154,397.6,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,MIRI / Imaging,F1500W,-,Eclipse,4,1,2304,12,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,NIRSpec / BOTS,CLEAR,PRISM,Transit,4,1,2420,0,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,NIRISS / SOSS,-,GR700XD,Transit,2,1,2589,0,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,MIRI / Imaging,F1500W,-,Phase Curve,1,2,3077,12,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 c,MIRI / Imaging,F1550W,-,Eclipse,4,3,5191,12,1.097,1.308,2.421937,0.0158,339.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 d,NIRSpec / BOTS,CLEAR,PRISM,Transit,2,1,1201,12,0.788,0.388,4.049219,0.02227,286.2,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 e,NIRSpec / BOTS,CLEAR,PRISM,Transit,4,1,1331,12,0.92,0.692,6.101013,0.02925,249.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 e,NIRSpec / BOTS,CLEAR,PRISM,Transit,6,3,6456,0,0.92,0.692,6.101013,0.02925,249.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 f,NIRISS / SOSS,-,GR700XD,Transit,5,1,1201,12,1.045,1.039,9.20754,0.03849,217.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 g,NIRSpec / BOTS,CLEAR,PRISM,Transit,2,1,2589,0,1.129,1.321,12.352446,0.04683,197.3,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TRAPPIST-1 h,NIRSpec / BOTS,CLEAR,PRISM,Transit,3,1,1981,0,0.755,0.326,18.772866,0.06189,171.7,TRAPPIST-1,7.0,1.0,12.4298888,2566.0,0.12,0.09,-3.257,0.5,2.04
TrES-4 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3838,12,18.046,247.9074,3.55395,0.05084,1778.0,TrES-4,1.0,2.0,515.98,6200.0,1.66,1.08,0.726,2.2,8.5
V1298 Tau b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2149,12,10.27,203.41018,24.1396,0.1688,677.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau c,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2149,12,5.59,76.27882,8.24958,0.0825,968.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau c,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5959,0,5.59,76.27882,8.24958,0.0825,968.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau c,NIRISS / SOSS,-,GR700XD,Transit,1,3,5959,0,5.59,76.27882,8.24958,0.0825,968.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau d,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5882,12,6.41,98.52681,12.4032,0.1083,845.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau d,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5959,0,6.41,98.52681,12.4032,0.1083,845.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau d,NIRISS / SOSS,-,GR700XD,Transit,1,3,5959,0,6.41,98.52681,12.4032,0.1083,845.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.023,24.77
V1298 Tau e,NIRSpec / BOTS,F290LP,G395H,Transit,1,3,5882,12,9.976,321.00669,53.5,0.2409,492.0,V1298 Tau,4.0,3.0,108.199,4941.0,1.41,1.14,-0.038,0.013,24.77
WASP-103 b,NIRSpec / BOTS,CLEAR,PRISM,Phase Curve,1,3,5022,12,17.127,473.547,0.925542,0.01985,2508.0,WASP-103,1.0,1.0,375.647,6110.0,1.44,1.22,0.413,4.0,10.6
WASP-107 b,NIRCam / GTS,F444W,GRISM,Transit,1,1,1185,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRCam / GTS,F322W2,GRISM,Transit,1,1,1185,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,1201,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,1224,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-107 b,MIRI / LRS,-,-,Transit,1,1,1280,12,10.536,30.5,5.7214742,0.055,736.0,WASP-107,2.0,1.0,64.7414,4425.0,0.66,0.68,-0.811,3.4,0.507
WASP-12 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,1,3,5924,0,21.712,465.62095,1.09142,0.0232,2592.6,WASP-12,1.0,3.0,427.246,6313.0,1.66,1.43,0.536,2.0,1.6
WASP-121 b,NIRISS / SOSS,-,GR700XD,Phase Curve,1,1,1201,12,19.649,367.72747,1.27492504,0.02596,2720.0,WASP-121,1.0,1.0,269.898,6776.0,1.46,1.36,0.644,1.5,13.5
WASP-121 b,NIRSpec / BOTS,F290LP,G395H,Phase Curve,1,1,1729,12,19.649,367.72747,1.27492504,0.02596,2720.0,WASP-121,1.0,1.0,269.898,6776.0,1.46,1.36,0.644,1.5,13.5
WASP-121 b,MIRI / LRS,-,-,Eclipse,1,2,2961,12,19.649,367.72747,1.27492504,0.02596,2720.0,WASP-121,1.0,1.0,269.898,6776.0,1.46,1.36,0.644,1.5,13.5
WASP-127 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1201,12,14.695,52.3466,4.17806203,0.0484,1400.0,WASP-127,1.0,2.0,159.507,5620.0,1.33,0.95,0.258,11.41,0.3
WASP-127 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,1,2437,12,14.695,52.3466,4.17806203,0.0484,1400.0,WASP-127,1.0,2.0,159.507,5620.0,1.33,0.95,0.258,11.41,0.3
WASP-15 b,NIRSpec / BOTS,F290LP,G395H,Transit,1,2,3838,12,15.805,171.6282,3.7521,0.05165,1676.0,WASP-15,1.0,1.0,282.091,6300.0,1.48,1.18,0.49,2.4,4.27
WASP-166 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2062,12,7.062,32.10083,5.44354,0.0641,1270.0,WASP-166,1.0,1.0,114.173,6050.0,1.29,1.19,0.283,2.1,5.4
WASP-166 b,NIRSpec / BOTS,F290LP,G395M,Transit,1,1,2062,12,7.062,32.10083,5.44354,0.0641,1270.0,WASP-166,1.0,1.0,114.173,6050.0,1.29,1.19,0.283,2.1,5.4
WASP-17 b,MIRI / LRS,-,-,Eclipse,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,MIRI / LRS,-,-,Transit,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,NIRISS / SOSS,-,GR700XD,Eclipse,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
WASP-17 b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,1353,12,20.961,247.9074,3.73543,0.0515,1755.0,WASP-17,1.0,1.0,405.908,6666.0,1.58,1.31,0.539,2.65,9.92
