planet_name,jwst_instrument,jwst_filter,jwst_dispersion,num_obs,eap_months,pid,type,jwst_cycle,eq-temp_errneg,eq-temp_errpos,eq-temp_kelvin,eq-temp_ref,host_name,mass_errneg,mass_errpos,mass_mearth,mass_ref,period_day,period_errneg,period_errpos,period_ref,planet_id,radius_errneg,radius_errpos,radius_rearth,radius_ref,sma_au,sma_errneg,sma_errpos,sma_ref,star-age_errneg,star-age_errpos,star-age_ga,star-age_ref,star-log10-lbol_errneg,star-log10-lbol_errpos,star-log10-lbol_lsol,star-log10-lbol_ref,star-mass_errneg,star-mass_errpos,star-mass_msol,star-mass_ref,star-radius_errneg,star-radius_errpos,star-radius_ref,star-radius_rsol,star-rotvel_errneg,star-rotvel_errpos,star-rotvel_kms,star-rotvel_ref,star-teff_errneg,star-teff_errpos,star-teff_kelvin,star-teff_ref,system-distance_errneg,system-distance_errpos,system-distance_pc,system-distance_ref,system_p-num,system_s-num
TOI-1130 b,NIRSpec / BOTS,F290LP,G395H,1,12,3385,Transit,2,-23.0,23.0,825.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,TOI-1130,-0.3,0.2,19.8,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,4.074554,-0.000441,1e-6,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,b,-0.04,0.03,3.66,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.0453,-0.0002,0.0001,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-4.9,5.7,5.4,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.002,0.002,-0.818,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,-0.01,0.01,0.74,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.0,0.01,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.7,-0.3,0.3,1.2,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>,-60.0,60.0,4350.0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,-0.1691,0.17,58.2609,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2,1
TOI-1130 b,NIRISS / SOSS,-,GR700XD,1,12,3385,Transit,2,-23.0,23.0,825.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,TOI-1130,-0.3,0.2,19.8,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,4.074554,-0.000441,1e-6,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,b,-0.04,0.03,3.66,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.0453,-0.0002,0.0001,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-4.9,5.7,5.4,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.002,0.002,-0.818,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,-0.01,0.01,0.74,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.0,0.01,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.7,-0.3,0.3,1.2,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>,-60.0,60.0,4350.0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,-0.1691,0.17,58.2609,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2,1
TOI-1130 c,NIRSpec / BOTS,F290LP,G395H,1,12,3385,Transit,2,-18.0,18.0,650.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,TOI-1130,-5.0,2.0,336.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,8.3501898,-1e-6,0.0000938,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,c,-0.4,0.4,13.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.0731,-0.0003,0.0002,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-4.9,5.7,5.4,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.002,0.002,-0.818,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,-0.01,0.01,0.74,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.0,0.01,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.7,-0.3,0.3,1.2,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>,-60.0,60.0,4350.0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,-0.1691,0.17,58.2609,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2,1
TOI-1130 c,NIRISS / SOSS,-,GR700XD,1,12,3385,Transit,2,-18.0,18.0,650.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,TOI-1130,-5.0,2.0,336.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,8.3501898,-1e-6,0.0000938,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,c,-0.4,0.4,13.0,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.0731,-0.0003,0.0002,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-4.9,5.7,5.4,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.002,0.002,-0.818,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,-0.01,0.01,0.74,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,-0.0,0.01,<a refstr=BORSATO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240706097B/abstract target=ref>Borsato et al. 2024</a>,0.7,-0.3,0.3,1.2,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>,-60.0,60.0,4350.0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,-0.1691,0.17,58.2609,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2,1
TOI-1231 b,NIRSpec / BOTS,F290LP,G395H,1,12,3557,Transit,2,-3.7,3.8,329.6,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,TOI-1231,-3.3,3.3,15.4,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.245586,-0.000066,0.000064,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,b,-0.15,0.16,3.65,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,0.1288,-0.0022,0.0021,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,,,,"",-0.014,0.013,-1.487,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.02,0.02,0.49,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.01,0.02,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,0.48,,,,"",-52.0,51.0,3553.0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.0609,0.0609,27.6227,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1,1
TOI-1231 b,NIRISS / SOSS,-,GR700XD,1,12,3557,Transit,2,-3.7,3.8,329.6,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,TOI-1231,-3.3,3.3,15.4,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.245586,-0.000066,0.000064,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,b,-0.15,0.16,3.65,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,0.1288,-0.0022,0.0021,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,,,,"",-0.014,0.013,-1.487,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.02,0.02,0.49,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.01,0.02,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,0.48,,,,"",-52.0,51.0,3553.0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.0609,0.0609,27.6227,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1,1
TOI-1231 b,MIRI / LRS,-,-,1,12,3557,Transit,2,-3.7,3.8,329.6,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,TOI-1231,-3.3,3.3,15.4,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.245586,-0.000066,0.000064,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,b,-0.15,0.16,3.65,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,0.1288,-0.0022,0.0021,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,,,,"",-0.014,0.013,-1.487,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.02,0.02,0.49,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.01,0.02,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,0.48,,,,"",-52.0,51.0,3553.0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,-0.0609,0.0609,27.6227,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1,1
TOI-125 b,NIRSpec / BOTS,F290LP,G395H,1,12,4126,Transit,2,-11.0,11.0,1037.0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,TOI-125,-0.88,0.88,9.5,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,4.65382,-0.00031,0.00033,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,b,-0.075,0.075,2.726,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,0.05186,-0.00077,0.00086,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-4.1,4.4,6.8,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.014,0.013,-0.285,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.04,0.04,0.86,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.01,0.01,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,0.85,-0.5,0.5,1.0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-39.0,39.0,5320.0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.44,0.444,111.059,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3,1
TOI-125 c,NIRSpec / BOTS,F290LP,G395H,1,12,4126,Transit,2,-8.6,8.6,827.8,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,TOI-125,-0.99,0.99,6.63,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,9.15059,-0.00082,0.0007,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,c,-0.1,0.1,2.759,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,0.0814,-0.0013,0.0013,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-4.1,4.4,6.8,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.014,0.013,-0.285,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.04,0.04,0.86,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.01,0.01,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,0.85,-0.5,0.5,1.0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-39.0,39.0,5320.0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,-0.44,0.444,111.059,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3,1
TOI-1468 b,MIRI / Imaging,F1500W,-,3,0,3730,Eclipse,2,-6.9,7.4,682.2,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,TOI-1468,-0.24,0.24,3.21,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,1.8805136,-2.6e-6,2.4e-6,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,b,-0.039,0.038,1.28,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,,,,"",,,,"",-0.002,0.002,-1.797,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.01,0.01,0.34,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.01,0.01,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,0.34,,,2.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-25.0,25.0,3496.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.0467,0.0469,24.7399,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2,1
TOI-1468 c,NIRSpec / BOTS,F290LP,G395H,1,12,3557,Transit,2,-3.4,3.7,337.5,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,TOI-1468,-0.68,0.67,6.64,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,15.532482,-0.000033,0.000034,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,c,-0.044,0.044,2.064,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,,,,"",,,,"",-0.002,0.002,-1.797,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.01,0.01,0.34,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.01,0.01,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,0.34,,,2.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-25.0,25.0,3496.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.0467,0.0469,24.7399,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2,1
TOI-1468 c,NIRISS / SOSS,-,GR700XD,1,12,3557,Transit,2,-3.4,3.7,337.5,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,TOI-1468,-0.68,0.67,6.64,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,15.532482,-0.000033,0.000034,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,c,-0.044,0.044,2.064,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,,,,"",,,,"",-0.002,0.002,-1.797,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.01,0.01,0.34,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.01,0.01,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,0.34,,,2.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-25.0,25.0,3496.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,-0.0467,0.0469,24.7399,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2,1
